rider_id,months_on_zypp,days_worked_per_month,deliveries_per_month,monthly_earnings_inr,earnings_volatility,work_consistency,ev_usage_hours_per_month,missed_payments,on_time_payment_rate,rental_months_completed,loan_amount_inr,loan_term_months,monthly_emi_inr,work_score_rule_based,loan_repaid
R100293,6,16,298,10200,0.579,0.598,85.2,2,0.725,5,80000,36,2489,36.9,0
R100294,4,29,743,21297,0.265,0.88,171.6,0,0.923,2,91000,24,4247,72.3,1
R100295,23,25,656,18445,0.151,0.963,124.2,1,0.922,13,71000,36,2209,90.1,1
R100296,11,21,564,17095,0.363,0.811,121.0,2,0.845,9,75000,30,2800,64.5,0
R100297,18,20,541,11041,0.165,0.756,133.1,2,0.89,10,68000,30,2539,78.3,0
R100298,9,18,257,11555,0.319,0.719,127.8,2,0.772,5,83000,24,3873,55.1,0
R100299,35,24,511,13040,0.281,0.759,95.5,2,0.802,17,74000,24,3453,74.2,1
R100300,17,16,384,13321,0.318,0.82,115.2,2,0.762,8,88000,18,5476,65.5,0
R100301,13,26,739,19761,0.292,0.74,143.5,1,0.852,10,73000,24,3407,72.5,1
R100302,15,21,555,19359,0.359,0.87,141.5,1,0.874,10,74000,24,3453,68.9,1
R100303,5,26,575,11465,0.329,0.836,152.8,1,0.891,4,65000,36,2022,64.3,0
R100304,7,25,381,10224,0.2,0.983,130.7,0,0.916,4,114000,24,5320,71.6,0
R100305,18,21,613,17278,0.114,0.991,190.0,1,0.905,9,53000,30,1979,88.7,1
R100306,11,15,298,9068,0.491,0.683,95.8,3,0.642,6,82000,18,5102,46.0,0
R100307,15,29,607,14941,0.286,0.795,113.2,1,0.836,10,40000,18,2489,72.2,0
R100308,9,25,634,11595,0.1,0.801,132.3,0,0.921,7,71000,24,3313,79.4,1
R100309,10,28,716,22364,0.179,0.907,160.9,0,0.907,5,67000,24,3127,80.5,1
R100310,22,25,672,22953,0.154,0.825,135.9,0,0.973,10,66000,12,6160,86.7,1
R100311,12,22,352,16644,0.185,0.732,108.3,2,0.791,11,60000,12,5600,66.9,0
R100312,12,20,369,10507,0.285,0.735,154.3,1,0.745,7,52000,36,1618,61.9,0
R100313,10,26,688,19090,0.144,0.902,171.5,1,0.979,8,64000,30,2389,82.5,1
R100314,8,18,397,10143,0.387,0.693,75.9,3,0.73,5,67000,12,6253,53.4,0
R100315,9,23,412,9923,0.234,0.889,138.9,0,0.913,6,120000,30,4480,69.2,1
R100316,11,27,592,12409,0.108,0.79,106.8,1,0.867,8,75000,18,4667,78.5,1
R100317,22,21,522,14547,0.164,0.891,144.9,1,0.932,11,103000,18,6409,84.1,0
R100318,11,21,365,9151,0.33,0.725,84.6,2,0.851,10,60000,18,3733,59.4,1
R100319,20,19,484,17798,0.366,0.814,96.7,1,0.746,13,86000,24,4013,67.2,0
R100320,6,30,853,26912,0.354,0.892,114.9,1,0.902,4,102000,30,3808,70.4,0
R100321,14,24,610,13616,0.235,0.924,160.2,0,0.975,7,75000,30,2800,78.8,1
R100322,2,17,341,8000,0.469,0.716,86.9,3,0.653,2,101000,12,9427,43.9,0
R100323,6,17,323,10571,0.267,0.82,141.7,2,0.808,5,50000,36,1556,60.7,0
R100324,6,21,499,15922,0.287,0.996,122.1,1,0.924,3,104000,24,4853,69.8,1
R100325,8,16,318,8646,0.348,0.64,101.2,3,0.758,6,84000,24,3920,52.2,0
R100326,20,23,499,13406,0.186,0.913,140.7,1,0.946,15,73000,30,2725,81.5,1
R100327,2,15,263,8141,0.414,0.491,65.1,2,0.739,2,102000,24,4760,40.2,0
R100328,21,13,241,9446,0.464,0.554,64.5,3,0.642,14,65000,36,2022,49.3,0
R100329,2,19,431,8000,0.244,0.723,137.5,2,0.786,1,86000,24,4013,59.5,0
R100330,8,14,229,8000,0.243,0.639,92.9,3,0.737,7,78000,24,3640,55.7,0
R100331,9,20,383,11238,0.258,0.693,119.0,1,0.805,7,83000,30,3099,61.0,0
R100332,25,25,638,18550,0.152,0.978,150.6,1,0.891,12,88000,12,8213,90.5,1
R100333,16,29,705,20260,0.21,0.967,144.5,0,0.984,14,46000,24,2147,84.8,1
R100334,31,28,719,26866,0.08,0.948,158.4,1,0.862,23,84000,24,3920,95.3,1
R100335,34,10,181,8000,0.523,0.824,109.1,3,0.767,28,110000,18,6844,54.5,1
R100336,20,22,445,13281,0.178,0.89,137.0,1,0.866,13,67000,30,2501,79.1,0
R100337,6,30,754,17518,0.116,0.955,139.1,2,0.889,4,99000,24,4620,83.5,1
R100338,14,29,595,16737,0.101,0.934,137.3,0,0.918,8,99000,24,4620,84.9,1
R100339,11,22,471,14103,0.296,0.734,94.5,1,0.765,9,66000,18,4107,63.5,0
R100340,7,20,363,9712,0.217,0.802,138.3,1,0.907,4,45000,30,1680,65.4,1
R100341,19,25,450,11485,0.259,0.856,118.8,1,0.898,12,83000,36,2582,74.0,1
R100342,4,17,416,10295,0.257,0.704,132.0,2,0.809,3,74000,24,3453,59.0,0
R100343,6,18,384,9567,0.337,0.755,116.5,1,0.893,4,86000,30,3211,57.3,0
R100344,2,23,360,10066,0.274,0.832,127.5,2,0.891,2,62000,24,2893,60.0,0
R100345,5,20,479,12925,0.397,0.646,129.9,3,0.751,4,78000,24,3640,52.1,0
R100346,6,20,374,8145,0.461,0.638,86.8,3,0.689,5,63000,24,2940,45.8,1
R100347,10,17,350,14107,0.386,0.661,82.1,2,0.66,6,84000,30,3136,51.7,0
R100348,20,26,718,20640,0.139,0.901,146.5,0,0.941,12,71000,30,2651,89.2,1
R100349,7,16,387,12676,0.461,0.723,99.4,2,0.77,5,58000,30,2165,50.0,0
R100350,20,23,466,8000,0.381,0.718,102.4,4,0.783,13,90000,24,4200,64.1,0
R100351,33,30,691,21690,0.196,0.775,138.1,0,0.951,27,60000,36,1867,85.1,1
R100352,22,23,485,20828,0.265,0.843,113.8,3,0.859,15,86000,30,3211,75.7,1
R100353,5,18,315,11619,0.243,0.849,121.2,1,0.899,3,81000,12,7560,62.8,0
R100354,7,17,330,8993,0.463,0.608,81.3,3,0.66,3,75000,18,4667,44.0,1
R100355,20,26,759,25804,0.269,0.809,161.3,1,0.893,11,88000,30,3285,80.8,0
R100356,6,17,337,8000,0.26,0.895,117.0,1,0.901,4,52000,24,2427,64.4,0
R100357,11,23,398,12043,0.336,0.768,105.9,3,0.759,8,80000,30,2987,60.3,1
R100358,14,16,291,9612,0.242,0.678,123.7,3,0.687,9,68000,30,2539,61.5,0
R100359,17,23,469,12623,0.263,0.922,166.6,0,0.966,11,55000,36,1711,75.3,0
R100360,12,18,423,14150,0.345,0.672,113.1,3,0.785,9,103000,24,4807,58.9,0
R100361,4,12,211,8000,0.552,0.504,62.7,3,0.64,3,61000,24,2847,32.1,0
R100362,8,20,500,8000,0.237,0.758,122.3,3,0.781,6,100000,12,9333,66.0,0
R100363,22,22,406,12762,0.332,0.733,132.9,2,0.788,19,120000,30,4480,66.7,0
R100364,11,24,560,19171,0.308,0.769,98.4,1,0.834,6,120000,24,5600,66.2,1
R100365,29,25,551,10507,0.146,0.838,106.5,3,0.796,18,44000,30,1643,84.2,0
R100366,13,19,419,11108,0.182,0.936,108.8,1,0.816,9,82000,12,7653,74.6,0
R100367,6,20,474,11409,0.347,0.569,104.6,2,0.779,3,62000,24,2893,53.4,0
R100368,15,26,712,14701,0.385,0.945,146.3,0,0.955,11,100000,18,6222,74.6,0
R100369,22,17,441,14016,0.513,0.584,109.6,2,0.622,13,79000,24,3687,53.1,0
R100370,12,19,537,11122,0.244,0.635,101.7,2,0.704,6,109000,24,5087,65.0,1
R100371,12,15,260,13305,0.448,0.627,73.2,4,0.617,6,86000,12,8027,46.3,0
R100372,14,22,605,11899,0.22,0.834,155.0,1,0.801,8,82000,24,3827,75.1,1
R100373,15,28,799,25705,0.263,0.935,143.4,0,0.928,13,84000,12,7840,82.2,1
R100374,7,22,410,14225,0.271,0.835,145.3,1,0.772,4,49000,18,3049,63.0,1
R100375,3,27,430,14429,0.195,0.808,125.0,1,0.902,2,63000,24,2940,65.5,0
R100376,16,26,745,20559,0.295,0.787,158.4,1,0.875,11,90000,24,4200,75.7,1
R100377,11,25,491,16365,0.319,0.724,112.9,1,0.83,6,86000,36,2676,62.8,0
R100378,14,24,431,15135,0.27,0.884,130.8,1,0.921,12,62000,18,3858,70.7,0
R100379,9,26,680,23390,0.296,0.843,94.3,1,0.87,6,83000,18,5164,71.3,1
R100380,14,17,328,8000,0.383,0.566,86.9,2,0.693,9,47000,24,2193,52.0,1
R100381,5,25,593,11424,0.234,0.86,122.7,0,0.885,4,90000,24,4200,70.4,0
R100382,8,27,827,20768,0.325,0.849,143.9,0,0.884,8,98000,18,6098,72.3,1
R100383,5,20,479,10763,0.329,0.841,115.7,1,0.973,3,95000,12,8867,62.9,0
R100384,8,22,472,15701,0.334,0.801,109.9,1,0.806,6,99000,30,3696,61.7,1
R100385,4,21,476,14079,0.124,0.732,139.5,1,0.851,2,61000,30,2277,68.8,0
R100386,17,23,476,12777,0.29,0.809,121.5,1,0.913,9,112000,30,4181,70.8,1
R100387,25,18,297,8000,0.254,0.816,100.2,2,0.784,12,75000,36,2333,71.5,0
R100388,4,23,284,8000,0.287,0.685,166.6,1,0.846,3,98000,36,3049,54.3,0
R100389,11,19,432,10981,0.426,0.651,97.9,2,0.83,9,42000,30,1568,53.9,1
R100390,9,21,534,18010,0.208,0.793,140.5,3,0.729,8,89000,24,4153,69.6,1
R100391,25,23,560,14901,0.29,0.778,110.6,1,0.878,22,92000,36,2862,76.2,1
R100392,11,24,586,15145,0.156,0.849,157.0,0,0.919,7,80000,24,3733,78.1,1
R100393,21,20,485,13106,0.347,0.766,136.5,2,0.839,19,50000,30,1867,68.8,0
R100394,16,14,368,11122,0.406,0.678,66.0,2,0.778,12,87000,36,2707,56.9,0
R100395,13,18,425,10789,0.229,0.858,115.5,2,0.828,10,44000,30,1643,70.5,0
R100396,7,23,569,10678,0.187,0.957,167.5,0,0.936,6,40000,24,1867,76.4,1
R100397,13,26,757,18603,0.243,0.918,137.5,1,0.942,6,77000,18,4791,80.8,1
R100398,5,22,357,11463,0.399,0.725,128.3,1,0.79,3,80000,24,3733,51.4,0
R100399,8,23,522,19282,0.287,0.853,146.3,1,0.892,5,119000,24,5553,67.5,1
R100400,2,16,286,8385,0.422,0.706,114.0,2,0.715,2,86000,24,4013,45.4,0
R100401,23,22,354,8891,0.484,0.595,75.9,2,0.75,17,85000,30,3173,54.5,0
R100402,12,24,529,18958,0.231,0.928,137.4,2,0.851,10,64000,30,2389,74.4,1
R100403,23,20,538,15264,0.215,0.762,117.6,1,0.828,18,81000,24,3780,78.0,0
R100404,12,23,575,15435,0.194,0.992,152.0,0,0.963,9,56000,30,2091,80.0,0
R100405,12,26,636,19863,0.367,0.811,110.2,1,0.881,5,90000,36,2800,67.5,1
R100406,16,17,338,8000,0.286,0.78,116.9,1,0.826,10,97000,30,3621,65.1,0
R100407,10,20,434,13927,0.203,0.751,157.6,1,0.836,5,81000,36,2520,67.9,1
R100408,9,19,371,13256,0.349,0.742,112.1,1,0.881,9,60000,18,3733,58.3,0
R100409,9,22,525,12510,0.41,0.757,84.3,2,0.818,4,73000,36,2271,58.2,0
R100410,5,22,444,10999,0.312,0.878,114.4,2,0.79,3,94000,36,2924,62.1,1
R100411,9,26,538,14523,0.149,0.968,122.4,0,0.928,7,70000,36,2178,78.6,0
R100412,20,22,582,19871,0.338,0.887,136.5,1,0.904,10,66000,36,2053,74.6,0
R100413,8,16,336,10606,0.388,0.768,110.8,1,0.848,7,57000,24,2660,54.9,0
R100414,32,27,539,10991,0.343,0.747,151.7,1,0.796,28,91000,30,3397,71.3,0
R100415,2,19,511,12171,0.385,0.734,115.1,2,0.731,1,86000,30,3211,53.9,1
R100416,20,21,398,10600,0.356,0.667,75.2,2,0.81,12,81000,30,3024,63.0,0
R100417,9,20,432,13464,0.387,0.899,107.4,1,0.874,6,84000,18,5227,61.5,1
R100418,14,21,516,9834,0.332,0.712,121.6,1,0.751,7,51000,36,1587,64.0,0
R100419,6,23,564,21244,0.333,0.666,113.0,2,0.788,3,72000,24,3360,58.9,1
R100420,3,19,453,17657,0.239,0.935,161.7,0,0.93,2,58000,36,1804,67.5,0
R100421,18,26,586,15087,0.24,0.826,144.0,2,0.894,14,52000,18,3236,77.1,1
R100422,23,21,638,19621,0.267,0.877,134.0,1,0.915,14,72000,30,2688,81.5,1
R100423,11,23,511,12039,0.265,0.879,118.8,2,0.812,7,81000,24,3780,70.0,0
R100424,8,25,497,15534,0.366,0.611,110.3,1,0.927,5,80000,24,3733,56.9,0
R100425,10,23,658,19677,0.21,0.829,148.6,1,0.828,6,65000,24,3033,75.1,0
R100426,10,18,399,14140,0.178,0.884,161.5,0,0.955,8,80000,12,7467,72.9,1
R100427,9,21,553,25343,0.249,0.919,147.6,0,0.917,4,60000,24,2800,72.7,1
R100428,12,27,617,27041,0.235,0.853,143.6,0,0.989,6,75000,18,4667,75.8,0
R100429,15,27,458,13929,0.37,0.658,125.3,1,0.889,10,55000,36,1711,60.9,1
R100430,14,24,677,15525,0.17,0.831,161.3,0,0.979,9,40000,18,2489,81.6,1
R100431,7,20,398,12495,0.479,0.626,68.9,3,0.697,5,84000,24,3920,45.9,0
R100432,9,17,342,8846,0.28,0.976,146.7,1,0.9,5,78000,24,3640,67.1,0
R100433,5,21,512,13773,0.28,0.722,117.2,1,0.856,4,57000,30,2128,61.9,1
R100434,14,20,427,12041,0.274,0.602,91.2,2,0.685,11,61000,18,3796,61.1,0
R100435,6,25,545,14950,0.282,0.809,134.9,2,0.814,6,40000,24,1867,65.1,0
R100436,1,20,518,14736,0.204,0.987,166.1,1,0.921,1,75000,30,2800,71.2,1
R100437,7,18,363,8410,0.412,0.875,101.0,1,0.765,3,77000,36,2396,55.8,0
R100438,14,24,630,16857,0.304,0.907,98.6,1,0.936,7,79000,12,7373,75.0,1
R100439,15,18,416,13884,0.377,0.783,131.5,1,0.779,8,83000,24,3873,61.4,1
R100440,20,28,518,12852,0.389,0.888,163.7,1,0.925,10,88000,36,2738,70.8,0
R100441,36,24,463,8946,0.273,0.953,111.3,0,0.93,25,47000,24,2193,79.5,1
R100442,11,16,411,10610,0.292,0.712,120.4,1,0.766,6,67000,30,2501,61.2,0
R100443,9,27,659,20228,0.27,0.907,151.5,2,0.854,7,82000,18,5102,73.6,1
R100444,12,20,367,8000,0.354,0.564,122.1,2,0.731,10,47000,36,1462,53.4,0
R100445,8,19,473,12346,0.302,0.86,148.3,2,0.814,5,61000,36,1898,64.9,1
R100446,4,21,520,13342,0.172,0.959,154.1,1,0.948,2,97000,12,9053,74.4,1
R100447,4,15,297,8000,0.35,0.705,89.6,2,0.747,2,59000,24,2753,50.9,0
R100448,10,20,355,11464,0.305,0.592,51.9,3,0.666,9,73000,36,2271,54.7,0
R100449,24,23,690,17793,0.255,0.755,141.3,2,0.878,20,81000,24,3780,80.7,0
R100450,8,16,355,11354,0.227,0.916,111.9,1,0.92,5,83000,24,3873,68.1,1
R100451,16,17,290,8000,0.474,0.701,89.3,1,0.803,13,84000,24,3920,52.4,0
R100452,22,24,428,9575,0.372,0.778,168.6,1,0.845,16,55000,36,1711,66.7,1
R100453,16,17,322,12359,0.334,0.606,90.2,3,0.706,10,61000,36,1898,57.1,0
R100454,18,15,335,8270,0.293,0.748,115.0,2,0.797,9,89000,24,4153,64.8,0
R100455,4,19,335,12962,0.278,0.853,125.9,1,0.834,3,78000,24,3640,60.4,0
R100456,9,25,589,10415,0.229,0.806,131.7,1,0.858,7,76000,12,7093,71.2,0
R100457,3,30,655,15722,0.156,0.963,101.7,0,0.931,2,79000,30,2949,77.8,1
R100458,7,21,536,12193,0.287,0.735,145.6,1,0.793,5,42000,36,1307,63.1,0
R100459,4,25,433,11692,0.207,0.835,134.2,2,0.789,2,46000,18,2862,65.5,0
R100460,14,21,441,16354,0.234,0.781,125.2,1,0.829,8,77000,30,2875,69.8,0
R100461,4,26,760,25447,0.288,0.863,140.2,0,0.9,3,78000,30,2912,71.2,1
R100462,4,16,269,8000,0.323,0.641,88.6,2,0.768,2,61000,18,3796,50.3,0
R100463,10,26,677,23850,0.26,0.74,107.9,1,0.778,9,104000,24,4853,70.1,1
R100464,2,17,270,8000,0.478,0.682,89.8,4,0.687,1,74000,24,3453,41.2,0
R100465,34,20,547,23086,0.383,0.81,125.9,1,0.857,17,77000,24,3593,71.5,0
R100466,9,21,616,18840,0.312,0.925,154.6,2,0.755,7,54000,24,2520,69.4,0
R100467,21,25,509,12729,0.277,0.701,125.9,1,0.833,16,77000,24,3593,71.5,0
R100468,4,23,573,19825,0.172,0.889,152.6,1,0.913,3,52000,18,3236,73.6,1
R100469,13,19,297,8000,0.53,0.479,64.6,3,0.716,9,57000,30,2128,41.0,0
R100470,15,17,323,8000,0.394,0.669,87.3,3,0.736,13,89000,30,3323,54.9,0
R100471,5,25,578,15242,0.181,0.756,125.6,2,0.835,2,71000,24,3313,69.6,1
R100472,17,20,442,10936,0.264,0.784,113.2,1,0.853,13,59000,12,5507,70.2,0
R100473,7,24,514,8000,0.109,1.0,133.9,1,0.967,5,71000,24,3313,80.2,1
R100474,8,20,347,8235,0.265,0.651,120.0,2,0.752,5,95000,18,5911,57.6,0
R100475,5,14,249,12126,0.481,0.75,80.6,2,0.684,3,116000,36,3609,43.9,0
R100476,18,26,729,20226,0.316,0.922,154.2,0,0.897,9,61000,30,2277,78.8,1
R100477,13,24,630,10314,0.241,0.765,100.1,1,0.829,9,40000,18,2489,72.7,1
R100478,12,19,495,13894,0.262,0.625,107.2,1,0.849,9,74000,18,4604,64.6,0
R100479,12,19,483,11760,0.341,0.758,57.0,2,0.677,10,60000,24,2800,61.6,0
R100480,13,27,662,16792,0.319,0.895,136.8,0,0.965,8,104000,24,4853,73.9,1
R100481,6,22,564,17302,0.469,0.738,95.3,2,0.748,6,65000,30,2427,53.6,0
R100482,16,23,547,16131,0.317,0.706,121.4,2,0.717,12,87000,12,8120,66.2,0
R100483,6,28,763,26882,0.27,1.0,174.6,0,0.994,5,81000,36,2520,77.6,1
R100484,12,21,590,11904,0.326,0.703,133.3,1,0.865,11,83000,24,3873,65.7,1
R100485,10,28,677,14946,0.259,0.934,150.4,0,0.934,7,72000,24,3360,76.2,1
R100486,7,16,232,8029,0.466,0.73,86.4,2,0.761,7,105000,24,4900,46.0,0
R100487,10,24,641,19954,0.214,0.801,132.7,0,0.921,5,57000,30,2128,74.3,1
R100488,12,22,651,20756,0.211,0.856,137.4,1,0.884,9,70000,24,3267,77.3,1
R100489,16,24,507,11077,0.368,0.862,124.6,2,0.839,15,94000,18,5849,67.6,0
R100490,11,24,600,19447,0.309,0.813,134.1,1,0.782,6,75000,24,3500,68.0,0
R100491,19,17,342,8000,0.348,0.787,108.1,2,0.788,10,59000,36,1836,63.8,0
R100492,7,14,198,8000,0.511,0.738,113.2,3,0.708,5,61000,12,5693,42.0,0
R100493,9,19,389,8000,0.295,0.835,112.3,1,0.845,5,66000,36,2053,63.2,0
R100494,15,27,756,17304,0.235,0.898,165.2,0,0.882,7,76000,24,3547,81.2,1
R100495,4,24,552,12165,0.235,0.756,120.9,2,0.871,3,76000,36,2364,66.0,0
R100496,39,29,734,17865,0.168,0.826,138.9,1,0.926,23,78000,12,7280,88.6,0
R100497,17,19,517,10503,0.325,0.768,123.2,2,0.832,11,120000,24,5600,68.4,0
R100498,5,20,328,12999,0.21,0.82,113.9,1,0.841,4,88000,36,2738,63.2,0
R100499,29,30,858,24446,0.18,0.952,150.7,0,0.981,24,102000,18,6347,93.3,0
R100500,7,18,357,8000,0.199,0.635,106.3,1,0.833,4,81000,24,3780,61.1,1
R100501,27,21,433,10317,0.391,0.73,120.7,2,0.735,14,71000,24,3313,65.1,0
R100502,17,21,549,14324,0.171,0.923,133.4,1,0.905,10,75000,18,4667,81.4,0
R100503,4,25,807,20672,0.369,0.737,162.6,0,0.837,3,99000,18,6160,63.9,0
R100504,6,24,525,18339,0.164,0.987,147.1,0,0.992,4,95000,30,3547,76.8,0
R100505,4,21,536,13895,0.178,1.0,138.6,0,0.946,3,84000,18,5227,75.3,1
R100506,9,24,402,12218,0.369,0.752,103.2,2,0.71,6,91000,24,4247,56.2,0
R100507,19,20,417,8306,0.238,0.813,133.8,1,0.902,13,83000,24,3873,73.2,1
R100508,25,18,461,13699,0.176,0.763,104.9,1,0.785,21,86000,12,8027,78.4,0
R100509,5,19,514,8000,0.303,0.748,114.6,2,0.82,4,71000,24,3313,61.2,0
R100510,5,17,434,9769,0.273,0.862,140.9,1,0.905,4,49000,36,1524,64.1,0
R100511,13,24,536,16209,0.186,0.876,167.7,0,0.964,10,67000,30,2501,77.8,0
R100512,4,12,240,8000,0.451,0.581,90.6,3,0.631,3,74000,36,2302,39.7,0
R100513,19,27,546,17436,0.22,0.858,133.4,2,0.85,12,48000,24,2240,77.8,1
R100514,16,26,861,26556,0.155,0.933,161.0,0,0.988,13,94000,24,4387,89.1,1
R100515,11,20,440,12890,0.204,0.828,162.5,1,0.893,6,68000,18,4231,71.1,0
R100516,18,21,381,11221,0.376,0.76,123.5,1,0.887,10,88000,24,4107,63.1,1
R100517,18,30,824,28239,0.223,0.998,145.7,0,0.917,16,91000,36,2831,87.7,1
R100518,6,20,566,15557,0.327,0.763,128.3,2,0.848,5,79000,24,3687,62.2,1
R100519,4,19,320,8374,0.371,0.63,102.9,2,0.714,3,79000,36,2458,48.4,0
R100520,10,15,360,8000,0.454,0.658,104.8,2,0.671,9,93000,24,4340,48.9,1
R100521,18,21,516,15249,0.322,0.866,137.6,1,0.864,14,68000,24,3173,71.9,1
R100522,5,21,494,16151,0.247,0.81,138.0,1,0.852,4,66000,24,3080,65.7,0
R100523,5,25,448,13342,0.499,0.736,93.9,1,0.848,3,68000,36,2116,48.9,1
R100524,5,20,496,20067,0.163,0.888,125.9,0,0.843,3,98000,24,4573,71.7,1
R100525,8,20,442,11049,0.284,0.64,112.5,3,0.777,5,65000,24,3033,59.0,0
R100526,1,24,556,12964,0.273,0.73,82.4,1,0.901,1,101000,24,4713,61.6,1
R100527,6,21,609,18121,0.237,0.827,119.5,1,0.872,4,80000,24,3733,70.1,1
R100528,14,25,680,18444,0.334,0.698,144.3,1,0.827,6,74000,24,3453,68.2,1
R100529,18,27,596,15205,0.17,0.966,150.5,1,0.886,14,80000,30,2987,84.6,1
R100530,34,15,338,8000,0.256,0.783,106.3,2,0.672,27,94000,36,2924,70.5,0
R100531,10,20,502,14868,0.225,0.866,131.0,1,0.849,8,99000,24,4620,71.3,0
R100532,7,24,586,18047,0.216,0.839,177.1,1,0.815,4,94000,18,5849,71.1,0
R100533,30,22,463,12250,0.308,0.786,154.1,1,0.844,21,120000,24,5600,72.7,1
R100534,11,15,288,13152,0.242,0.564,77.4,2,0.848,7,44000,36,1369,58.0,0
R100535,11,26,703,16725,0.217,0.953,101.3,2,0.89,10,79000,30,2949,80.0,1
R100536,22,20,452,12798,0.277,0.726,119.1,1,0.827,17,82000,12,7653,71.3,1
R100537,3,18,461,21588,0.323,0.81,155.6,1,0.743,2,95000,36,2956,58.3,1
R100538,11,21,421,8000,0.348,0.756,122.6,1,0.82,11,76000,30,2837,60.6,0
R100539,4,19,380,8000,0.304,0.769,79.4,2,0.788,3,88000,24,4107,57.4,0
R100540,2,29,901,24621,0.209,0.926,149.9,0,0.93,1,71000,24,3313,77.1,0
R100541,6,23,531,13653,0.29,0.853,119.5,2,0.849,4,84000,36,2613,65.5,1
R100542,26,24,491,16233,0.266,0.809,108.7,2,0.886,22,60000,24,2800,76.6,0
R100543,3,17,283,9417,0.39,0.798,75.0,2,0.792,3,52000,30,1941,50.5,1
R100544,8,24,671,22960,0.159,0.782,135.2,0,0.939,5,70000,24,3267,76.5,1
R100545,17,15,220,8000,0.42,0.561,92.2,4,0.675,10,84000,12,7840,49.2,0
R100546,6,26,672,18826,0.19,0.81,164.4,0,0.896,5,44000,36,1369,73.9,1
R100547,33,24,652,18954,0.309,0.811,134.0,1,0.894,24,90000,30,3360,78.5,1
R100548,11,24,623,8508,0.328,0.806,139.4,1,0.924,5,57000,36,1773,68.5,1
R100549,3,19,347,8000,0.39,0.709,94.5,1,0.74,1,83000,36,2582,49.2,1
R100550,6,20,331,8000,0.234,0.845,105.6,1,0.857,3,78000,24,3640,63.3,0
R100551,3,26,484,9869,0.267,0.726,117.6,1,0.862,2,47000,24,2193,60.9,1
R100552,6,22,535,13681,0.322,0.827,115.6,1,0.773,4,51000,24,2380,62.8,0
R100553,9,23,421,10488,0.277,0.783,125.5,1,0.83,8,94000,30,3509,63.4,1
R100554,18,27,542,17527,0.169,0.96,134.9,0,0.947,16,91000,36,2831,83.3,1
R100555,38,17,389,15073,0.443,0.692,106.2,2,0.728,24,57000,30,2128,60.2,0
R100556,9,27,606,17269,0.125,0.932,171.8,0,1.0,8,69000,18,4293,81.6,1
R100557,16,21,562,12893,0.191,0.756,90.8,2,0.858,8,82000,36,2551,75.6,0
R100558,10,14,235,8000,0.316,0.614,92.8,4,0.671,7,68000,24,3173,51.6,0
R100559,5,17,395,8198,0.39,0.598,127.6,2,0.731,3,73000,30,2725,49.1,1
R100560,7,25,726,26391,0.44,0.766,82.0,2,0.794,5,86000,18,5351,60.4,0
R100561,25,22,436,17449,0.487,0.816,91.1,2,0.779,15,53000,36,1649,62.7,1
R100562,8,22,468,16142,0.238,0.804,149.9,1,0.839,6,69000,18,4293,66.6,0
R100563,28,29,781,20072,0.108,0.943,161.3,0,0.939,26,76000,24,3547,96.0,1
R100564,11,22,570,13100,0.294,0.727,122.3,2,0.764,8,79000,24,3687,65.8,1
R100565,12,28,556,9616,0.284,0.807,108.6,1,0.857,10,82000,12,7653,69.3,1
R100566,22,23,494,13036,0.138,0.815,141.3,1,0.848,11,76000,24,3547,81.8,1
R100567,12,23,528,18501,0.157,0.757,142.8,1,0.804,7,65000,30,2427,73.8,1
R100568,1,19,417,9704,0.197,0.734,129.7,1,0.847,1,102000,24,4760,61.7,1
R100569,6,21,553,12789,0.379,0.849,114.2,1,0.899,3,68000,24,3173,62.1,0
R100570,12,15,325,8000,0.246,0.888,129.1,1,0.8,8,42000,24,1960,66.9,1
R100571,13,22,441,11476,0.254,0.874,109.6,1,0.832,6,40000,24,1867,69.9,0
R100572,12,29,771,23393,0.235,0.961,145.2,0,0.922,11,69000,30,2576,82.1,1
R100573,10,26,762,17726,0.387,0.71,93.6,1,0.808,5,95000,12,8867,65.0,0
R100574,11,24,447,8819,0.223,0.773,120.7,1,0.874,9,88000,18,5476,68.9,1
R100575,23,19,460,9198,0.324,0.779,127.5,1,0.796,15,83000,24,3873,70.5,1
R100576,8,21,516,16631,0.256,0.81,139.3,1,0.872,6,120000,12,11200,67.7,0
R100577,10,23,491,16456,0.294,0.956,138.0,0,0.908,6,64000,24,2987,70.2,1
R100578,19,22,504,15595,0.174,0.943,145.3,1,0.971,13,93000,24,4340,82.7,1
R100579,19,16,312,8000,0.291,0.601,94.1,2,0.698,16,69000,30,2576,60.8,0
R100580,4,16,433,14506,0.322,0.786,118.3,1,0.833,2,73000,12,6813,58.8,0
R100581,2,13,186,8000,0.458,0.65,68.5,5,0.645,2,83000,18,5164,38.7,0
R100582,17,20,318,9231,0.303,0.789,108.8,1,0.844,10,95000,24,4433,64.9,0
R100583,14,17,294,9108,0.376,0.668,60.3,2,0.657,10,84000,24,3920,53.7,0
R100584,11,13,246,9225,0.271,0.719,113.5,2,0.766,8,43000,36,1338,58.4,1
R100585,18,22,656,14770,0.327,0.943,161.1,1,0.894,10,74000,24,3453,77.1,0
R100586,9,22,534,14898,0.381,0.802,103.4,1,0.783,4,84000,24,3920,61.1,0
R100587,13,25,606,21563,0.314,0.725,126.5,2,0.835,9,51000,24,2380,67.7,1
